,tweets,likes,time,user name,RT count,media
208,"@felipe_sola ayúdeme a entender. Somos chaves, maduro, Nicaragua, afroamericanos ( reciente), zurdos de mierda, pro rusos, pro China...no le da vergüenza además de no saber inglés? Nos bajaron del mapa! La dékada ganada..la culpa es de @JorgeFaurie @Farodelibertad_",0,22/06/2021 11:44:20,dalevitmanu20,1,
207,"Ayer éramos europeos y hoy tenemos descendientes afroamericanos. 
La locura es total de este tipo.",0,22/06/2021 11:44:38,LuisRod93686925,0,
206,"Ahora resulta que las vacunas no vencen y que algunos argentinos que vinieron de los barcos se convirtieron en afroamericanos.

QUE CIENTIFICOS Y ANTROPOLOGOS QUE TENEMOS EN EL GOBIERNO. 
Vizzotti nos trata como cobayos y AF supero a Darwin ! 🤦🏻‍♂️ https://t.co/Ceg5DJkm4w",5,22/06/2021 11:46:27,lavozdel_chipi,3,https://pbs.twimg.com/media/E4e_dr5XMAI5xPb.jpg
205,"@LuisGasulla Cómo q al diablo le hicieron Photoshop 🤔
Yo 1vez les grite a el de sindicato de panaderos q están pintando la pared de mi hermano, yo sola, contra 4 osos ""afroamericanos"".salió mi hermano, los quiso sacar tb.salió la suegra, otra K, ""dueña"" de la casa ""déjalos a los muchachos""",0,22/06/2021 11:53:27,TaniLopreiato,0,
204,"Queremos ser Rusia o China. Nos parecemos a Cuba, Irán y Venezuela, pero para @alferdez  somos europeos y afroamericanos. Reconozco ansias de saber a quién Argentina insultara esta semana. Pd: Alberto, creo que Canadá,  Finlandia o Dinamarca pueden ser los indicados. Abrazo.",0,22/06/2021 11:55:03,OkMaranga,0,
203,"“Tenemos descendientes que se convirtieron en afroamericanos”, la polémica frase de Alberto Fernández
https://t.co/FfkLjRbwMz",1,22/06/2021 11:59:00,radiomitre,0,
202,@guadascruz @maqueda_ernesto @RubinsteinOk Viste? Asi somos los afroamericanos!,0,22/06/2021 11:59:36,mnb63,0,
201,"@MaximusArgentus Algunos aún estamos en proceso de transformación en afroamericanos.
Dejen descansar",1,22/06/2021 12:01:07,Heinekenbis,0,
200,"@radiomitre Por comer mucho chocolate, tenemos argentinos que se convirtieron en afroamericanos. https://t.co/llOz5Kiree",0,22/06/2021 12:03:46,DaniHraz,0,https://pbs.twimg.com/media/E4fC9vIXwAE5R_q.png
199,"El Presidente:
""Tenemos descendientes que se convirtieron en afroamericanos""

A LA MIERDA LA TEORIA DARWINIANA ! https://t.co/FQnwywnVUH",7,22/06/2021 12:06:10,SilviaMarquez24,2,https://pbs.twimg.com/media/E4fD9zlWYAcH3FL.jpg
198,"@soyvro Pero te referiras a negros que no son africanos no? Porque puedes ser perfectamente africano y vivir fuera de Europa y compartir las diferentes culturas y seguir siendo africano perfectamente. Si te refieres a por ejemplo afroamericanos, que se refieren a la cultura africana como",1,22/06/2021 12:12:56,ReginevSone,0,
197,"Buen día argentinos descendientes de afroamericanos.
Asi como lo ven, esto es el show de @FooFightersCo en el Madison Square Garden, en New York. El Covid ya es historia en esa Ciudad. 
Acá tenemos para rato por culpa de un gobierno que hace negocios con el basurero del mundo. https://t.co/HEa2V2vNDN",3,22/06/2021 12:21:16,TheWho91218,2,https://pbs.twimg.com/media/E4fHeRkXMAIYcDF.jpg
196,"@MIAFLOWER09 @Mima1_20 Qué quieres decir? Que solo los ""Blancos"" son estadounidenses? Los nativoamericanos, los afroamericanos, toda la gente de color nacida en EE.UU.--que pronto será mayoría en este país-- son extranjeros?Los hawaianos también?",0,22/06/2021 12:34:55,DoraDelgado3,0,
194,"“Como era de esperar, los que más están sufriendo las desigualdades son los afroamericanos, latinos y las mujeres que pese a recibir empleos con salarios exiguos, han sido los primeros en ser despedidos.”",0,22/06/2021 12:38:45,PanamaProfundo,0,
195,"#Blancaflor
Llamado a la solidaridad :
Según AF somos criollos convertidos en afroamericanos por alguna razón genética 
Entonces que vuelva la morocha en los paquetes de harina 
Alguien que le avise porfa 
a Victoria Donda https://t.co/EqKSLSiSgF",0,22/06/2021 12:38:45,Stel24785865,0,https://pbs.twimg.com/media/E4fLeWYXMAsd8w4.jpg
193,"Lo que quiere decir alberto es que los mapuches son afroamericanos,  y entonces son originarios.",26,22/06/2021 12:46:17,dardogasparre,5,
192,"@Just15615667 A saber: ""afroamericanos"" ""filminas"" ""indios"" ""selva"" y ahora, una nueva: ""quilmes"" sabran que Quilmes es, ademas de la cerveza, una ciudad? Jajajajaa vayan a lavarse el culo, manga de wannabe!",0,22/06/2021 12:48:11,NecioPez,0,
191,"@SocratesFernand @Norxbert Es un término que se apropiaron los ""yankis"", la realidad es que América es un continente y decir afroamericanos para cualquier lugar del mismo, no es incorrecto",2,22/06/2021 12:52:11,livianjahn,0,
190,"@ActualidadRT Los que no han leido el articulo se sorprenderan, por el haver dicho esto, pero el quizo dejar entenderle a su nacion o al resto del mundo de que en su pais hay gran diversidad nacional comenzando por los decendientes afroamericanos, nada mal, solo esta orientando,  por el racism",0,22/06/2021 13:00:42,Legen42,0,
189,No hay políticas ni diplomacia en este País . Todo se centra en otros objetivos . La tarea del Canciller raya lo intolerable e inútil. El Pte preocupado por si somos afroamericanos “ó qué “muestra clara de una pérdida de la noción de Gobierno y su función./ https://t.co/f5Dy04lQW2,3,22/06/2021 13:03:54,FHJS07,0,
188,"@bipolardc que té toma?, el que no conoce el té ese es Agüero, lo pisan hasta los afroamericanos de a pié en Quilmes.-",0,22/06/2021 13:14:24,walterdiego4,0,
187,"@CharmandAznable Yo, incluso buscándola descubrí que tuvo una serie,  la cual no pasó de la s1, lo gracioso es ver que cambiaron a los asiáticos por afroamericanos",0,22/06/2021 13:18:08,Carlos_shk,0,
186,Estudio: hospitales influyen en tasa de mortalidad por #COVID-19 en afroamericanos https://t.co/oKqKontNto https://t.co/8wlDDFsWaR,0,22/06/2021 13:20:03,eltiempolatino,0,https://pbs.twimg.com/media/E4fU7F0WYAcyLOd.jpg
185,@MerlinaAdamss Anoche escuché q a las 13 hay una reunión con afroamericanos!! 🤦🤦🤦😂😂😂,0,22/06/2021 13:20:47,Aliceallenok,0,
184,"@charlysimoni Hola Carlos muy buen martes!!!🙋🏽‍♀️🙋🏽‍♀️☕☕
Seguro que eran los afroamericanos que son muy parecidos a nosotros 🤣🤣",1,22/06/2021 13:22:04,crishucow,0,
183,"#BuenMartes  a la banda de afroamericanos 🇦🇷💪❤️ 
Acá mi foto afro 🤦🏼‍♀️ https://t.co/e6kHRfjRtM",208,22/06/2021 13:31:53,AngelDemoni0,13,https://pbs.twimg.com/media/E4fXoknX0BAjSS4.jpg
182,Los argentinos k se convirtieron en afroamericanos https://t.co/1sCbyUGUAG,0,22/06/2021 13:33:27,Rositaelca,0,
181,@alosbotes19 @martincarrizo_ Nos convertimos en afroamericanos,1,22/06/2021 13:35:34,pepe41974,0,
180,@MissDarknessss Afroamericanos,0,22/06/2021 13:37:08,yabadubidaaa,0,
179,"@JJose1407 @GiecoLeon @alferdez Y si en vez de juntar firmas juntamos votos para que el Peronismo vuelva a gobernar?
Esta visto que el Frente de Todos Juntos por el Cambio tiene una agenda contraria a los intereses permanentes de la Patria 
#Afroamericanos
#LasPelotas",1,22/06/2021 13:39:45,JuanCartuc,0,
178,"@solerumposta @Lys_Bett Es cierto, totalmente cierto, como hicimos para que la generación que nos sigue sea tan tan tan... distinta a nosotros. O no son tan distintos? O solo hacen abiertamente lo que nosotros hacíamos en privado? Por que los chicos aprenden lo que ven, lo que viven. Son afroamericanos!",2,22/06/2021 13:41:06,LuzAliciaFlores,0,
177,"@SujetoXcviii P. D. : El ""no discriminar"" selectivamente no existe. Es como si sólo discriminaras a los afroamericanos más obscuros y a los claros los dejas en paz. Eres homofobico bebé. Que tengas buen día :* te amo ❤️",0,22/06/2021 13:41:15,RavenKnox13,0,
176,El Gobierno recibe a los afroamericanos después de otra frase polémica de Alberto https://t.co/8UU86OHVwT,3,22/06/2021 13:41:44,LPOArg,2,
175,"Ahora sí, oficialmente, #Buenmartes para todo el micromundo twittero incluidos los que nos convertimos en afroamericanos(?) y menos para los... https://t.co/w7ZHAGi3DD",0,22/06/2021 13:45:27,SaltoLaTermica,0,https://pbs.twimg.com/media/E4favXtWYAw4Raw.jpg
174,"“Tenemos descendientes que se convirtieron en afroamericanos”, el nuevo furcio de Alberto que estalló en las redes https://t.co/vwlQsbTJhD",0,22/06/2021 13:45:53,radiodogo,0,
173,@Psi_Tono Obviamente a ti no pero a mí me parece injusto e irrespetuoso comparar el racismo y discriminación que sufrieron los afroamericanos en USA dónde ni la constitución los consideraba personas solo por su color de piel. Ahí va otra causa real que los wokes frivolizan para adornarse.,0,22/06/2021 13:48:54,ellelawliet,0,
172,El Gobierno recibe a los afroamericanos después de otra frase polémica de Alberto https://t.co/qEYA5Wth4B,0,22/06/2021 13:49:04,MHidrovia,0,
171,@SusanaVerta Gracias Bella es todo gracias a los afroamericanos 🇦🇷,1,22/06/2021 13:52:52,AngelDemoni0,0,
170,"@RGarciaMoritan @ilnekropablo No está apto para gobernar 
#Afroamericanos",1,22/06/2021 13:53:10,JuanCartuc,0,
